payee_id,profile_type,label_fraud_like,account_age,transaction_count,incoming_volume,outgoing_volume,transaction_velocity,unique_senders,complaint_count,complaint_rate,successful_transaction_ratio,refund_ratio,suspicious_counterparty_count,transaction_concentration,incoming_outgoing_ratio
payee_008915,NORMAL_USER,0,1568,287,9106.06,7244.27,0.183,42,0,0.0,0.8317,0.0818,0,0.1166,1.257
payee_008916,NORMAL_USER,0,1347,186,5247.55,10148.44,0.1381,11,0,0.0,1.0,0.0,0,0.301,0.5171
payee_008917,NORMAL_USER,0,1682,272,4722.88,8449.66,0.1617,14,1,0.0037,0.9444,0.0,0,0.0613,0.5589
payee_008918,SUSPICIOUS_ACCOUNT,1,112,182,15964.82,12928.64,1.625,106,6,0.033,0.6012,0.1339,3,0.7715,1.2348
payee_008919,NEW_ACCOUNT,0,27,0,14266.16,1172.88,0.0,5,1,1.0,0.9779,0.0601,0,0.3438,12.1633
payee_008920,NORMAL_USER,0,473,103,14674.85,13132.86,0.2178,24,2,0.0194,0.9671,0.0484,0,0.1314,1.1174
payee_008921,NEW_ACCOUNT,0,43,23,1507.45,4082.66,0.5349,0,1,0.0435,0.9298,0.0693,0,0.5299,0.3692
payee_008922,TRUSTED_MERCHANT,0,3646,6361,113622.81,11038.11,1.7447,2933,3,0.0005,1.0,0.0,0,0.0956,10.2937
payee_008923,NORMAL_USER,0,1352,73,17057.31,4324.85,0.054,53,1,0.0137,0.9809,0.1446,0,0.1202,3.944
payee_008924,NORMAL_USER,0,614,281,4578.67,20178.8,0.4577,39,0,0.0,0.9425,0.1418,0,0.2342,0.2269
payee_008925,NORMAL_USER,0,1121,199,10910.67,13075.54,0.1775,3,2,0.0101,1.0,0.0236,0,0.2494,0.8344
payee_008926,NEW_ACCOUNT,0,36,3,3420.82,2332.02,0.0833,6,1,0.3333,0.893,0.0514,0,0.3054,1.4669
payee_008927,CONFIRMED_SCAM_LIKE,1,17,64,6109.57,6557.3,3.7647,104,5,0.0781,0.4909,0.6031,2,0.6842,0.9317
payee_008928,NORMAL_USER,0,849,381,4444.55,14842.06,0.4488,50,0,0.0,1.0,0.0,0,0.3366,0.2995
payee_008929,NORMAL_USER,0,1091,142,14948.31,18053.92,0.1302,42,3,0.0211,1.0,0.0632,0,0.2519,0.828
payee_008930,NORMAL_USER,0,1991,236,14077.46,25283.85,0.1185,30,0,0.0,1.0,0.0,0,0.3596,0.5568
payee_008931,NORMAL_USER,0,1243,339,2755.59,13594.09,0.2727,7,0,0.0,1.0,0.0423,0,0.0758,0.2027
payee_008932,TRUSTED_MERCHANT,0,3463,18912,73462.46,7703.01,5.4612,4453,1,0.0001,1.0,0.0,0,0.0121,9.5368
payee_008933,CONFIRMED_SCAM_LIKE,1,33,33,15571.77,18864.58,1.0,214,8,0.2424,0.4072,0.5753,2,0.7154,0.8255
payee_008934,REPORTED_LEGITIMATE,0,952,1796,27321.07,4128.02,1.8866,132,8,0.0045,0.6389,0.0937,0,0.2729,6.6184
payee_008935,CONFIRMED_SCAM_LIKE,1,11,99,45085.89,54354.97,9.0,288,4,0.0404,0.3223,0.5642,6,0.9399,0.8295
payee_008936,NORMAL_USER,0,1493,115,11265.08,8479.53,0.077,2,0,0.0,0.93,0.0,0,0.2788,1.3285
payee_008937,TRUSTED_MERCHANT,0,2629,4537,167073.14,23002.86,1.7258,3789,2,0.0004,1.0,0.0,0,0.0995,7.2631
payee_008938,NORMAL_USER,0,1698,253,602.28,20379.07,0.149,27,1,0.004,0.9207,0.0068,0,0.0681,0.0296
payee_008939,SUSPICIOUS_ACCOUNT,1,27,58,3066.89,1951.26,2.1481,63,2,0.0345,0.7079,0.1353,2,0.6198,1.5717
payee_008940,TRUSTED_MERCHANT,0,1788,8178,80427.0,9880.22,4.5738,3865,0,0.0,0.9691,0.0,0,0.0955,8.1402
payee_008941,TRUSTED_MERCHANT,0,3624,16109,103164.53,9588.75,4.4451,1602,1,0.0001,1.0,0.0,0,0.0804,10.7589
payee_008942,TRUSTED_MERCHANT,0,598,14598,75398.54,10894.35,24.4114,1799,5,0.0003,1.0,0.0863,0,0.0677,6.9209
payee_008943,NEW_ACCOUNT,0,15,12,1023.29,2152.42,0.8,6,0,0.0,0.9641,0.0043,0,0.6796,0.4754
payee_008944,REPORTED_LEGITIMATE,0,1376,706,47331.82,16887.95,0.5131,613,5,0.0071,0.9047,0.1922,0,0.1319,2.8027
payee_008945,NEW_ACCOUNT,0,6,12,2301.05,2583.62,2.0,5,0,0.0,0.9135,0.0003,0,0.6043,0.8906
payee_008946,TRUSTED_MERCHANT,0,3544,1925,109068.7,11073.7,0.5432,2639,2,0.001,0.8018,0.0217,0,0.0537,9.8493
payee_008947,NEW_ACCOUNT,0,11,6,6460.42,1289.32,0.5455,5,0,0.0,0.9026,0.0,0,0.5334,5.0107
payee_008948,NORMAL_USER,0,942,14,24313.85,11866.32,0.0149,33,3,0.2143,0.9258,0.0382,0,0.1706,2.049
payee_008949,TRUSTED_MERCHANT,0,1436,11657,122771.66,19669.1,8.1177,1371,0,0.0,0.9583,0.0792,0,0.0444,6.2419
payee_008950,NORMAL_USER,0,474,57,7982.52,1752.56,0.1203,25,1,0.0175,0.9602,0.0719,1,0.0501,4.5548
payee_008951,NORMAL_USER,0,1571,118,8683.7,15335.26,0.0751,38,2,0.0169,0.8307,0.1702,0,0.11,0.5663
payee_008952,NORMAL_USER,0,1806,98,11367.21,3015.71,0.0543,7,2,0.0204,0.9017,0.0836,0,0.2474,3.7693
payee_008953,CONFIRMED_SCAM_LIKE,1,15,26,36486.44,26949.09,1.7333,31,7,0.2692,0.7021,0.4944,4,0.9179,1.3539
payee_008954,NORMAL_USER,0,1592,24,4360.27,17230.08,0.0151,12,1,0.0417,0.8555,0.0,0,0.3658,0.2531
payee_008955,NORMAL_USER,0,826,66,13183.74,20154.29,0.0799,25,0,0.0,1.0,0.0,0,0.0634,0.6541
payee_008956,NEW_ACCOUNT,0,30,19,6038.96,3200.48,0.6333,2,0,0.0,0.9072,0.0605,0,0.3428,1.8869
payee_008957,NEW_ACCOUNT,0,1,20,1746.55,2256.7,20.0,5,0,0.0,0.9581,0.0298,0,0.2704,0.7739
payee_008958,TRUSTED_MERCHANT,0,1682,2517,205305.32,42190.57,1.4964,4331,1,0.0004,0.9615,0.0,0,0.0775,4.8661
payee_008959,NORMAL_USER,0,727,67,5522.92,15554.31,0.0922,54,0,0.0,0.9496,0.0548,0,0.1484,0.3551
payee_008960,NORMAL_USER,0,1737,179,15481.36,9640.51,0.1031,56,1,0.0056,0.9424,0.0,0,0.2195,1.6059
payee_008961,NORMAL_USER,0,1196,223,25281.99,10215.71,0.1865,47,1,0.0045,0.9006,0.0,1,0.2,2.4748
payee_008962,NEW_ACCOUNT,0,2,17,9732.38,5489.69,8.5,0,1,0.0588,0.8518,0.0814,0,0.2543,1.7728
payee_008963,NORMAL_USER,0,808,392,1055.5,6755.28,0.4851,5,1,0.0026,1.0,0.0386,0,0.3937,0.1562
payee_008964,NORMAL_USER,0,838,317,9138.74,4367.83,0.3783,57,1,0.0032,1.0,0.0531,0,0.1191,2.0923
payee_008965,TRUSTED_MERCHANT,0,3559,14417,96850.9,5905.28,4.0509,3253,1,0.0001,0.9939,0.0654,0,0.0177,16.4007
payee_008966,NORMAL_USER,0,1408,155,5034.42,3311.9,0.1101,41,0,0.0,0.9477,0.0,0,0.1897,1.5201
payee_008967,NORMAL_USER,0,1528,347,8699.43,12116.23,0.2271,47,1,0.0029,0.8594,0.0,0,0.1103,0.718
payee_008968,SUSPICIOUS_ACCOUNT,1,54,109,12140.63,10985.25,2.0185,10,5,0.0459,0.7338,0.1809,1,0.6346,1.1052
payee_008969,NORMAL_USER,0,1355,57,25857.37,5872.28,0.0421,33,2,0.0351,0.7778,0.0972,0,0.0985,4.4033
payee_008970,SUSPICIOUS_ACCOUNT,1,83,150,22004.42,18273.48,1.8072,76,3,0.02,0.8984,0.3232,1,0.4414,1.2042
payee_008971,NORMAL_USER,0,394,202,8720.7,13394.58,0.5127,7,0,0.0,0.9044,0.0766,0,0.0758,0.6511
payee_008972,REPORTED_LEGITIMATE,0,971,268,39168.38,9361.36,0.276,468,3,0.0112,0.9846,0.1437,0,0.137,4.184
payee_008973,TRUSTED_MERCHANT,0,1749,17836,176408.81,35952.51,10.1978,3660,3,0.0002,1.0,0.0,0,0.0272,4.9067
payee_008974,NORMAL_USER,0,1900,106,10978.13,31403.05,0.0558,10,2,0.0189,0.9779,0.0928,0,0.1842,0.3496
payee_008975,TRUSTED_MERCHANT,0,1809,7345,78833.72,24267.03,4.0603,1535,0,0.0,0.9845,0.0,0,0.0614,3.2486
payee_008976,TRUSTED_MERCHANT,0,3165,19983,101108.56,15712.75,6.3137,2318,2,0.0001,1.0,0.1161,1,0.0179,6.4348
payee_008977,SUSPICIOUS_ACCOUNT,1,8,78,16309.99,9059.94,9.75,122,3,0.0385,0.8211,0.1121,5,0.5611,1.8002
payee_008978,NEW_ACCOUNT,0,42,0,1159.59,3874.32,0.0,6,0,0.0,0.8798,0.0593,0,0.6215,0.2993
payee_008979,NORMAL_USER,0,207,112,22699.63,9801.52,0.5411,19,1,0.0089,0.604,0.108,0,0.3649,2.3159
payee_008980,NORMAL_USER,0,1423,235,3630.37,10649.01,0.1651,22,0,0.0,0.8401,0.102,0,0.3688,0.3409
payee_008981,NORMAL_USER,0,1965,124,8622.66,3440.3,0.0631,57,0,0.0,0.9096,0.0531,0,0.0645,2.5064
payee_008982,NEW_ACCOUNT,0,42,23,2182.8,1304.01,0.5476,0,1,0.0435,0.9531,0.1001,0,0.3485,1.6739
payee_008983,REPORTED_LEGITIMATE,0,1217,109,14183.41,2280.91,0.0896,510,5,0.0459,0.9371,0.0351,0,0.2072,6.2183
payee_008984,NORMAL_USER,0,1879,332,13688.78,19758.96,0.1767,18,2,0.006,0.9888,0.0687,0,0.2957,0.6928
payee_008985,NEW_ACCOUNT,0,16,13,5287.77,1704.15,0.8125,1,0,0.0,0.9528,0.1049,1,0.6991,3.1029
payee_008986,NORMAL_USER,0,368,252,9504.94,32417.77,0.6848,40,0,0.0,1.0,0.0572,0,0.3222,0.2932
payee_008987,CONFIRMED_SCAM_LIKE,1,48,147,20469.32,19276.2,3.0625,260,9,0.0612,0.6365,0.3854,3,0.6178,1.0619
payee_008988,TRUSTED_MERCHANT,0,3496,13629,107034.89,23751.64,3.8985,467,2,0.0001,1.0,0.1574,1,0.0805,4.5064
payee_008989,NORMAL_USER,0,1578,388,24796.58,17045.85,0.2459,44,0,0.0,0.8986,0.0,0,0.2592,1.4547
payee_008990,SUSPICIOUS_ACCOUNT,1,63,124,6102.32,5008.08,1.9683,114,3,0.0242,0.7566,0.3421,0,0.374,1.2185
payee_008991,NORMAL_USER,0,195,38,12925.64,6909.6,0.1949,45,0,0.0,0.8689,0.0929,1,0.143,1.8707
payee_008992,TRUSTED_MERCHANT,0,1615,11498,49841.08,10673.13,7.1195,3686,2,0.0002,0.9406,0.0,0,0.0691,4.6698
payee_008993,NORMAL_USER,0,1680,94,17497.17,10459.88,0.056,47,0,0.0,1.0,0.0234,0,0.1289,1.6728
payee_008994,NORMAL_USER,0,1738,153,22438.92,12279.57,0.088,52,2,0.0131,0.9501,0.0019,0,0.1089,1.8273
payee_008995,SUSPICIOUS_ACCOUNT,1,26,151,7028.12,5308.77,5.8077,35,4,0.0265,0.5033,0.2273,0,0.658,1.3239
payee_008996,REPORTED_LEGITIMATE,0,1060,1982,35894.11,8506.37,1.8698,490,1,0.0005,0.9588,0.0279,0,0.2891,4.2197
payee_008997,NORMAL_USER,0,133,55,13328.93,39764.07,0.4135,39,5,0.0909,0.9091,0.1461,0,0.1893,0.3352
payee_008998,CONFIRMED_SCAM_LIKE,1,51,31,12487.3,12059.74,0.6078,174,11,0.3548,0.4754,0.4015,3,0.8269,1.0355
payee_008999,NEW_ACCOUNT,0,44,3,1904.12,3857.49,0.0682,5,0,0.0,0.8984,0.0759,0,0.6367,0.4936
payee_009000,SUSPICIOUS_ACCOUNT,1,99,21,8963.34,6312.34,0.2121,18,1,0.0476,0.7515,0.4051,1,0.6457,1.42
payee_009001,NORMAL_USER,0,916,25,19367.68,7518.85,0.0273,21,2,0.08,1.0,0.0594,0,0.3556,2.5759
payee_009002,NORMAL_USER,0,352,126,8694.33,9449.29,0.358,55,1,0.0079,1.0,0.0642,0,0.317,0.9201
payee_009003,TRUSTED_MERCHANT,0,1264,2262,148928.3,9966.09,1.7896,4174,4,0.0018,0.969,0.0562,0,0.0161,14.9435
payee_009004,TRUSTED_MERCHANT,0,591,16438,59509.03,10233.39,27.8139,1748,0,0.0,1.0,0.0,0,0.0377,5.8152
payee_009005,NEW_ACCOUNT,0,26,12,3170.02,4763.4,0.4615,8,0,0.0,0.9954,0.031,0,0.4192,0.6655
payee_009006,TRUSTED_MERCHANT,0,1267,17294,109930.57,32813.72,13.6496,796,2,0.0001,0.9668,0.0,0,0.0198,3.3501
payee_009007,NORMAL_USER,0,1119,82,16326.4,16248.31,0.0733,42,0,0.0,1.0,0.1002,0,0.3067,1.0048
payee_009008,NEW_ACCOUNT,0,10,23,2384.99,8525.48,2.3,1,0,0.0,0.9373,0.0879,0,0.5004,0.2797
payee_009009,TRUSTED_MERCHANT,0,3142,4020,79931.24,6925.74,1.2794,592,3,0.0007,0.9338,0.0,0,0.0314,11.5412
payee_009010,NORMAL_USER,0,450,113,23533.14,25814.18,0.2511,55,0,0.0,1.0,0.0304,0,0.327,0.9116
payee_009011,NEW_ACCOUNT,0,28,2,5198.25,6843.11,0.0714,2,0,0.0,0.8606,0.0454,0,0.5547,0.7596
payee_009012,SUSPICIOUS_ACCOUNT,1,11,167,5686.07,5262.01,15.1818,64,3,0.018,0.7702,0.1947,1,0.353,1.0806
payee_009013,NORMAL_USER,0,1203,189,12544.49,9636.82,0.1571,43,0,0.0,1.0,0.1302,0,0.3085,1.3017
payee_009014,CONFIRMED_SCAM_LIKE,1,59,50,22831.31,19549.15,0.8475,290,5,0.1,0.4119,0.4619,6,0.7596,1.1679
payee_009015,REPORTED_LEGITIMATE,0,748,1676,37644.53,6117.69,2.2406,606,4,0.0024,0.9095,0.0113,0,0.1851,6.1534
payee_009016,NEW_ACCOUNT,0,44,10,7983.42,1683.85,0.2273,2,1,0.1,0.9787,0.0291,0,0.4228,4.7412
payee_009017,NORMAL_USER,0,322,270,6305.7,7528.12,0.8385,15,0,0.0,0.9226,0.1145,2,0.0827,0.8376
payee_009018,NEW_ACCOUNT,0,13,22,5977.57,1301.77,1.6923,8,0,0.0,0.8596,0.1675,0,0.6003,4.5919
payee_009019,REPORTED_LEGITIMATE,0,454,2885,21914.99,2387.79,6.3546,602,4,0.0014,0.8871,0.0733,1,0.1834,9.1779
payee_009020,NORMAL_USER,0,1207,56,33551.34,14182.95,0.0464,19,0,0.0,1.0,0.0896,0,0.0596,2.3656
payee_009021,CONFIRMED_SCAM_LIKE,1,32,108,24410.53,22760.24,3.375,107,7,0.0648,0.3638,0.2999,4,0.6807,1.0725
payee_009022,SUSPICIOUS_ACCOUNT,1,87,147,18524.95,13387.0,1.6897,105,3,0.0204,0.6587,0.2111,2,0.6205,1.3838
payee_009023,NORMAL_USER,0,1781,177,11938.81,16790.64,0.0994,31,2,0.0113,0.9578,0.0,0,0.0808,0.711
payee_009024,NEW_ACCOUNT,0,32,0,2334.97,9380.34,0.0,1,1,1.0,0.9318,0.0,0,0.4041,0.2489
payee_009025,NORMAL_USER,0,1751,151,3319.34,8881.57,0.0862,21,1,0.0066,0.9544,0.047,0,0.3775,0.3737
payee_009026,NEW_ACCOUNT,0,6,6,3081.95,973.38,1.0,1,0,0.0,0.7612,0.0938,0,0.3064,3.1662
payee_009027,REPORTED_LEGITIMATE,0,380,916,9908.94,1737.5,2.4105,386,5,0.0055,0.9391,0.1336,0,0.1875,5.703
payee_009028,TRUSTED_MERCHANT,0,1228,17017,98805.64,10351.8,13.8575,480,1,0.0001,0.949,0.0,0,0.0726,9.5448
payee_009029,TRUSTED_MERCHANT,0,3081,8167,37866.81,7992.95,2.6508,2513,3,0.0004,1.0,0.0,0,0.0794,4.7375
payee_009030,NORMAL_USER,0,986,117,11519.68,13905.34,0.1187,39,2,0.0171,1.0,0.0,0,0.2637,0.8284
payee_009031,SUSPICIOUS_ACCOUNT,1,44,43,22466.64,18540.77,0.9773,68,3,0.0698,0.6512,0.2375,1,0.7193,1.2117
payee_009032,NORMAL_USER,0,459,389,9216.04,7336.63,0.8475,21,1,0.0026,1.0,0.0777,0,0.2206,1.2562
payee_009033,SUSPICIOUS_ACCOUNT,1,86,75,10848.15,8996.42,0.8721,141,1,0.0133,0.7067,0.2909,1,0.6147,1.2058
payee_009034,NORMAL_USER,0,265,250,11222.02,8564.93,0.9434,49,0,0.0,0.8313,0.0166,0,0.0792,1.3102
payee_009035,NORMAL_USER,0,340,172,8869.33,13102.26,0.5059,54,0,0.0,0.9508,0.0951,1,0.2028,0.6769
payee_009036,SUSPICIOUS_ACCOUNT,1,6,197,8657.28,6018.54,32.8333,111,4,0.0203,0.7116,0.2986,0,0.7887,1.4384
payee_009037,NORMAL_USER,0,290,305,8987.64,22159.08,1.0517,4,0,0.0,0.9805,0.0457,0,0.3108,0.4056
payee_009038,NORMAL_USER,0,1932,160,20129.17,18095.94,0.0828,44,0,0.0,0.9376,0.0,0,0.3519,1.1124
payee_009039,TRUSTED_MERCHANT,0,922,5208,125543.6,10399.43,5.6486,1875,1,0.0002,0.926,0.0554,0,0.0216,12.0722
payee_009040,TRUSTED_MERCHANT,0,384,15258,116954.39,11668.94,39.7344,4386,1,0.0001,1.0,0.0,0,0.0998,10.0227
payee_009041,TRUSTED_MERCHANT,0,2871,9728,131402.56,10025.62,3.3884,3929,0,0.0,0.8724,0.0375,1,0.0417,13.1067
payee_009042,NORMAL_USER,0,1770,142,11888.67,2624.5,0.0802,3,0,0.0,0.955,0.0289,0,0.2334,4.5299
payee_009043,NORMAL_USER,0,426,189,5733.18,13812.11,0.4437,37,1,0.0053,1.0,0.088,0,0.1565,0.4151
payee_009044,NORMAL_USER,0,478,41,8540.74,6510.63,0.0858,17,1,0.0244,0.8637,0.0914,0,0.1953,1.3118
payee_009045,TRUSTED_MERCHANT,0,2902,4954,86261.53,8886.08,1.7071,2133,1,0.0002,0.9299,0.0643,0,0.0859,9.7075
payee_009046,NORMAL_USER,0,1152,219,2116.54,13967.59,0.1901,3,1,0.0046,1.0,0.0297,0,0.3062,0.1515
payee_009047,NORMAL_USER,0,565,54,17272.19,13744.95,0.0956,45,1,0.0185,0.8776,0.1332,0,0.2145,1.2566
payee_009048,CONFIRMED_SCAM_LIKE,1,49,101,6548.19,6066.28,2.0612,227,7,0.0693,0.2737,0.1987,6,0.5943,1.0794
payee_009049,NORMAL_USER,0,980,158,17710.89,9395.69,0.1612,3,0,0.0,0.9943,0.0254,0,0.2281,1.885
payee_009050,TRUSTED_MERCHANT,0,2613,3259,166312.54,20852.68,1.2472,1049,2,0.0006,1.0,0.0768,0,0.0163,7.9756
payee_009051,NORMAL_USER,0,477,83,24668.4,23709.43,0.174,33,0,0.0,0.871,0.1108,0,0.1708,1.0404
payee_009052,SUSPICIOUS_ACCOUNT,1,75,83,4704.01,2943.42,1.1067,18,3,0.0361,0.8408,0.3203,1,0.4385,1.5981
payee_009053,REPORTED_LEGITIMATE,0,810,2679,30443.86,13659.14,3.3074,618,5,0.0019,0.991,0.1092,1,0.0751,2.2288
payee_009054,REPORTED_LEGITIMATE,0,1604,1451,17204.49,3517.38,0.9046,156,1,0.0007,0.8352,0.0,0,0.2551,4.8913
payee_009055,SUSPICIOUS_ACCOUNT,1,83,47,20473.37,22634.17,0.5663,17,4,0.0851,0.8363,0.0406,2,0.7374,0.9045
payee_009056,NEW_ACCOUNT,0,37,5,2498.15,3154.04,0.1351,5,1,0.2,0.9085,0.0,0,0.4106,0.792
payee_009057,CONFIRMED_SCAM_LIKE,1,17,85,21602.64,17839.15,5.0,167,5,0.0588,0.5531,0.3132,2,0.5499,1.211
payee_009058,TRUSTED_MERCHANT,0,2026,9211,182561.57,35428.03,4.5464,619,0,0.0,1.0,0.1265,2,0.0399,5.153
payee_009059,REPORTED_LEGITIMATE,0,899,1487,16917.91,7128.52,1.6541,196,3,0.002,0.9652,0.126,0,0.1688,2.3733
payee_009060,SUSPICIOUS_ACCOUNT,1,46,11,27192.28,11469.86,0.2391,22,4,0.3636,0.6749,0.1618,1,0.5048,2.3708
payee_009061,SUSPICIOUS_ACCOUNT,1,93,160,18519.38,8832.04,1.7204,19,1,0.0062,0.8441,0.2679,2,0.597,2.0968
payee_009062,NORMAL_USER,0,1940,351,7107.44,15145.58,0.1809,55,0,0.0,0.9119,0.0149,0,0.2999,0.4693
payee_009063,REPORTED_LEGITIMATE,0,1741,1268,12451.05,3387.45,0.7283,238,3,0.0024,0.9717,0.0222,0,0.1173,3.6756
payee_009064,NORMAL_USER,0,126,74,9808.76,9611.92,0.5873,47,0,0.0,0.8785,0.0,0,0.3827,1.0205
payee_009065,NORMAL_USER,0,1091,15,7355.58,6488.93,0.0137,18,1,0.0667,0.7737,0.0969,0,0.3041,1.1336
payee_009066,NORMAL_USER,0,1813,33,27951.34,7771.39,0.0182,54,0,0.0,1.0,0.1143,0,0.2713,3.5967
payee_009067,NORMAL_USER,0,1783,229,3429.22,4637.26,0.1284,27,0,0.0,0.9834,0.0,0,0.1464,0.7395
payee_009068,NEW_ACCOUNT,0,40,15,2752.71,3675.96,0.375,5,0,0.0,0.8742,0.0256,0,0.6674,0.7488
payee_009069,NORMAL_USER,0,987,56,8879.57,28332.55,0.0567,21,1,0.0179,0.8779,0.0041,0,0.3166,0.3134
payee_009070,NORMAL_USER,0,1113,379,21771.85,169.47,0.3405,42,2,0.0053,0.942,0.0457,0,0.3238,128.4739
payee_009071,NORMAL_USER,0,1970,134,31237.97,17271.12,0.068,11,0,0.0,1.0,0.0758,0,0.1654,1.8087
payee_009072,NEW_ACCOUNT,0,31,11,967.33,1758.74,0.3548,4,2,0.1818,0.9898,0.0439,0,0.4878,0.55
payee_009073,NEW_ACCOUNT,0,28,1,2543.39,3597.86,0.0357,3,3,1.0,0.8209,0.1553,0,0.3377,0.7069
payee_009074,NEW_ACCOUNT,0,19,19,2620.55,5313.98,1.0,4,0,0.0,0.7858,0.0469,0,0.6846,0.4931
payee_009075,TRUSTED_MERCHANT,0,3177,14021,71875.52,11046.58,4.4133,4843,1,0.0001,1.0,0.0,0,0.0278,6.5066
payee_009076,REPORTED_LEGITIMATE,0,1355,2784,21080.43,7339.53,2.0546,375,3,0.0011,0.9947,0.0427,0,0.2918,2.8722
payee_009077,NEW_ACCOUNT,0,6,2,2544.0,3933.22,0.3333,6,1,0.5,0.9674,0.0,0,0.2245,0.6468
payee_009078,TRUSTED_MERCHANT,0,2319,3461,72291.18,27306.15,1.4925,3625,1,0.0003,0.9684,0.0102,1,0.0933,2.6474
payee_009079,NORMAL_USER,0,200,253,12574.75,9714.17,1.265,6,0,0.0,1.0,0.0,0,0.2441,1.2945
payee_009080,NORMAL_USER,0,634,395,14376.86,13113.32,0.623,54,3,0.0076,0.8928,0.099,0,0.0947,1.0964
payee_009081,NORMAL_USER,0,354,100,7827.47,13924.53,0.2825,53,1,0.01,1.0,0.0562,0,0.1375,0.5621
payee_009082,TRUSTED_MERCHANT,0,1757,16960,134105.75,28626.36,9.6528,4635,3,0.0002,0.9263,0.0,0,0.0852,4.6847
payee_009083,NORMAL_USER,0,1723,347,22873.6,9025.35,0.2014,2,2,0.0058,1.0,0.0213,0,0.0502,2.5344
payee_009084,TRUSTED_MERCHANT,0,3004,10034,123595.05,7324.91,3.3402,4771,1,0.0001,1.0,0.0,0,0.0844,16.8733
payee_009085,TRUSTED_MERCHANT,0,811,3468,116276.62,22990.0,4.2762,2477,1,0.0003,0.9475,0.0,0,0.0736,5.0577
payee_009086,NORMAL_USER,0,1605,30,11463.73,9876.14,0.0187,20,0,0.0,0.857,0.0,0,0.0644,1.1608
payee_009087,REPORTED_LEGITIMATE,0,1305,301,12220.62,1207.1,0.2307,615,2,0.0066,0.9474,0.0,0,0.0892,10.1239
payee_009088,NORMAL_USER,0,1486,284,10030.24,19905.48,0.1911,40,1,0.0035,0.9129,0.059,0,0.3393,0.5039
payee_009089,NORMAL_USER,0,694,245,9074.66,18520.97,0.353,7,1,0.0041,1.0,0.1053,0,0.1899,0.49
payee_009090,NEW_ACCOUNT,0,5,7,4875.66,4832.06,1.4,5,2,0.2857,0.8984,0.0,1,0.5182,1.009
payee_009091,NORMAL_USER,0,213,148,3845.91,6060.54,0.6948,39,0,0.0,1.0,0.039,0,0.2658,0.6346
payee_009092,TRUSTED_MERCHANT,0,1665,9448,105263.06,13807.33,5.6745,4381,4,0.0004,0.96,0.0,0,0.0375,7.6237
payee_009093,NORMAL_USER,0,518,271,15547.03,13111.54,0.5232,59,1,0.0037,0.9952,0.0509,0,0.3063,1.1858
payee_009094,NORMAL_USER,0,556,321,4284.12,11877.44,0.5773,13,1,0.0031,0.9193,0.0,0,0.2751,0.3607
payee_009095,NORMAL_USER,0,1150,337,3340.6,10217.56,0.293,15,1,0.003,0.8955,0.0684,0,0.0992,0.3269
payee_009096,NORMAL_USER,0,1950,325,12460.27,14218.4,0.1667,51,1,0.0031,0.8481,0.0474,0,0.125,0.8763
payee_009097,NORMAL_USER,0,426,145,8494.35,17451.66,0.3404,31,0,0.0,1.0,0.013,0,0.2075,0.4867
payee_009098,NORMAL_USER,0,166,33,4127.62,9393.78,0.1988,50,1,0.0303,0.9898,0.047,0,0.1714,0.4394
payee_009099,CONFIRMED_SCAM_LIKE,1,34,145,26336.26,32535.83,4.2647,252,6,0.0414,0.3108,0.4973,4,0.8324,0.8095
payee_009100,NORMAL_USER,0,1697,15,7405.49,7342.05,0.0088,11,1,0.0667,0.934,0.0723,0,0.1725,1.0086
payee_009101,NORMAL_USER,0,95,96,9392.4,12327.44,1.0105,14,1,0.0104,0.8507,0.0418,0,0.0557,0.7619
payee_009102,NORMAL_USER,0,743,12,10440.87,5813.73,0.0162,31,0,0.0,1.0,0.0,0,0.2619,1.7959
payee_009103,NEW_ACCOUNT,0,27,23,5238.49,2439.87,0.8519,7,0,0.0,0.8839,0.0,0,0.5852,2.147
payee_009104,NEW_ACCOUNT,0,26,16,3255.38,3025.72,0.6154,7,0,0.0,1.0,0.1257,0,0.342,1.0759
payee_009105,NEW_ACCOUNT,0,28,7,2505.93,1637.89,0.25,9,1,0.1429,1.0,0.0002,0,0.204,1.53
payee_009106,NORMAL_USER,0,537,317,9667.98,10661.27,0.5903,50,2,0.0063,0.9329,0.0842,0,0.3244,0.9068
payee_009107,NORMAL_USER,0,1399,355,9906.22,8173.73,0.2538,34,2,0.0056,0.9398,0.0,0,0.1509,1.212
payee_009108,REPORTED_LEGITIMATE,0,1549,2084,25422.06,3816.95,1.3454,169,3,0.0014,0.9482,0.0413,0,0.1594,6.6603
payee_009109,NORMAL_USER,0,1298,152,10702.46,11271.38,0.1171,34,0,0.0,0.8724,0.0154,0,0.2384,0.9495
payee_009110,CONFIRMED_SCAM_LIKE,1,48,80,32023.12,26567.76,1.6667,172,6,0.075,0.554,0.4953,2,0.8163,1.2053
payee_009111,NORMAL_USER,0,501,175,5515.96,4331.78,0.3493,22,0,0.0,0.8694,0.0229,0,0.379,1.2734
payee_009112,NORMAL_USER,0,890,387,9437.32,3537.55,0.4348,20,1,0.0026,0.9246,0.0773,0,0.093,2.6678
payee_009113,NORMAL_USER,0,1912,144,14189.61,21768.24,0.0753,17,2,0.0139,0.9286,0.0478,0,0.2931,0.6518
